index,title,author,genre,rating,review,annotations,Final Annotation,Preliminary Agreement
3W31J70BB30KBZ2D2EH1SM38W3RCKZ,King of Battle and Blood,Scarlett  St. Clair,Fantasy,4.0,"you know that saying about pizza that says even when its bad, its still good?yeahhh, that also applies to this book. lol.nothing about this story is unique. ive read it all before. the plot in ‘the shadows between us,’ the twists in ‘city of thorns,’ and the overall vibe and world in ‘from blood and ash.’ this book is literally a combination all of these three with nothing that is new. but heres the thing. even if the material is recycled and the writing and characterisation not the best, i still ate. this. up. i loved those other books, so theres no reason why i wouldnt enjoy this one. my tastes are pretty simple when it comes to needing some easy entertainment and this hit the spot. ↠ 4 stars","Counter({'bored': 2, 'love': 1, 'content': 1})",bored,0.3333333333333333
34R3P23QI352N77ADKE5ROUJW25HW9,Normal People,Sally Rooney,Fiction,3.0,"The book aims to hit emotional poignancy by showing how people weave in and out of your life and exploring themes of first love, class differences, and depression; but ultimately the narrative boils down to two co-dependent people hooking up throughout the years, which doesn't really add anything new. Turn to your social circle IRL and you'll find the same story.","Counter({'disappointed': 2, 'enthusiastic': 1})",disappointed,0.5
3UY4PIS8R2P1W2DIJUKX3I1LM15N1P,The Book of Cold Cases,Simone St. James,Mystery,,Wut wut? A Simone St. James novel set right here in Oregon? I'll take it right now please and thank you.,"Counter({'enthusiastic': 2, 'annoyed': 1})",enthusiastic,0.5
3GONHBMNI62S9GDQF4EPIXWXUQ8MZD,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,Nonfiction,5.0,"Malala is the symbol of enlightenment in modern age. It is very strange to have an inspiration younger than I'm :)I feel extreme shame for fanatic regimes for banning this book. It is very sad that homicidal and illiterate people continue to dictate what adult minds should write,read and speak ","Counter({'bored': 2, 'content': 1})",bored,0.5
3YGYP1365CDPP7CZHOZC99JYQZZRNP,The Cyberiad,Stanisław Lem,Science,5.0,"Originally I was just thrilled to find a SF book by an author actually in Poland. But, after I read the book, I was amazed. Still one of the funniest books I have ever read. Two competing robots (Trurl and Klaupacius) who try to out-invent each other, create some of the most wild constructs that anyone could ever imagine.One being the machine Trurl creates that can make anthing that starts with the letter 'N'. Things really get wild when Klaupacius tests the machine by asking it to create 'nothing'.But my favorite was the three story tall calculating machine. But no matter how many times the massive computer is reprogrammed, whenever asked the answer to the equation of '2 + 2' is always '7'! And the machine is quite definative about it's answer too. I like these passages so much I used them in my college speech class.If you could use a good laugh, 'The Cyberaid' is the answer! ","Counter({'enthusiastic': 3, 'disappointed': 1})",enthusiastic,0.6666666666666666
33KGGVH255L68WRML0761KSJOFFX1J,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,Nonfiction,4.0,"When the Taliban took control of the Swat Valley, one girl spoke out. Malala Yousafzai refused to be silenced and fought for her right to an education.On Tuesday October 9, 2012, she almost paid the ultimate price. When she was shot in the head at point blank range while riding the bus home from school, few expected her to survive.Instead, Malala's miraculous recovery has taken her on an extraordinary journey from a remote valley in Northern Pakistan to the halls of the United Nations in New York. At sixteen, she has become a global symbol of peaceful protest and the youngest ever nominee for the Nobel Peace Prize. I AM MALALA is the remarkable tale of a family uprooted by global terrorism, of the fight for girls' education, and of Malala's parents' fierce love for their daughter in a society that prizes sons.It will make you believe in the power of one person's voice to inspire change in the world.","Counter({'enthusiastic': 2, 'confused': 1})",enthusiastic,0.5
3UV0D2KX2XN609XK8OKMTBZFWUTF4N,The Cyberiad,Stanisław Lem,Science,,"I got to page 112, but honestly this is just not my thing. I loved Memoirs Found in a Bathtub, but somehow the circular storytelling employed in very short stories gets very repetitive. I don't find the humor funny or clever, it just feels like it is trying to hard. It smacks of Phantom Tollbooth or Hitchhiker's Guide, and these are just not my thing. Sorry, guess I'm going to lem* it. I was supposed to be on a podcast about it, but that's not going to happen!I imagine that engineers really like this book though.*lem - term coined by Sword and Laser readers to describe abandoning a book, originally chosen for the masses abandoning Memoirs Found in a Bathtub.","Counter({'content': 2, 'bored': 1})",content,0.5
3MNJFORX9M8OWS1KMT3WY35TWQOF5S,The Cyberiad,Stanisław Lem,Science,5.0,"Short form SciFi at it's best. Stanislaw Lem departs from his occasionally dour disposition (see: Solaris) with a series of very funny but also deeply philosophical ""journeys"" of a pair of Cybernetic engineers (Trurl and Klapacius). Each journey is a short story that stands alone, yet the whole collection is a complete consistent work. Lem uses absurdist plots and situations to poke fun at politics, religion, romance, war and even science. The translation into English is phenomenal, keeping an incredible amount of linguistic play and puns. In one of the stories, Klapacius challenges Trurl to construct a machine that can create anything that begins with the letter N. Trurl succeeds, though the machine can't make Natrium (plain old salt) because, if it could make anything that began with N in any language in the universe, it could be a machine that could make anything at all, which is clearly impossible. Klapacius then orders the machine to make Nothing, and the valiant constructors must act quickly to save the universe. In another, a poetry machine creates an epic love poem all in the language of tensor algebra.It's hard to over-recommend this wonderful work. I must have read it at least a couple dozen times.","Counter({'enthusiastic': 2, 'content': 1, 'annoyed': 1})",enthusiastic,0.3333333333333333
3DQYSJDTZWF5SXLYXO2L84BDDOJEXJ,King of Battle and Blood,Scarlett  St. Clair,Fantasy,2.0,I prefer a bit of plot with my smut.,Counter({'disappointed': 3}),disappointed,1.0
3FSEU3P2O24A454RAVGTITO8RWORRD,The Book of Cold Cases,Simone St. James,Mystery,5.0,"It didn't take long for Simone St. James to win me over and quickly become one of my most favorite go to authors when I want a wonderful, dark and sometimes downright crazy spooky mystery with a slight paranormal element that always keeps me on my toes. Her very first book had me hooked and I've read as many of them as I could since.Her latest is absolutely one of my favorites and I couldn't get enough of it. It has everything I've come to love and expect from St. James and still she managed to surprise me and blow me away once again, with just how engrossing and addicting her writing can be.This is a wonderful story about so much more than a murder mystery. It has feeling, depth, very real struggles about family, life, trauma and so much more. I absolutely adored it and am so sad it is over. I couldn't put this one down and I can't recommend it enough. *ARC provided by the publisher in exchange for an honest review.*","Counter({'enthusiastic': 2, 'annoyed': 1})",enthusiastic,0.5
391FPZIE5NQPV3I5IKZ4909MBMUHUA,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,Nonfiction,3.0,"I did not enjoy this book as much as I wanted to. I felt like I was in an agonizing history class that would never end. With over 50% dedicated to the history of Pakistan, government structure, and the Taliban, I was well irritated with not having more focus on Malala. I do understand that the background was needed, I just felt that could have been done in less time. I enjoyed the last 75 pages as more details were given on Malala's shooting, recovery and strength. I love her passion and courage. Given all her many accolades, she remained true to her value and beliefs. It still baffles me how undervalued women are in this country. Malala is a true champion for girls, women and education. Book 3 StarsMalala 5 Stars","Counter({'annoyed': 2, 'disappointed': 2, 'love': 1})",annoyed,0.25
